score;content;sentimen
5;Mudah digunakan, informatif sekali;Positif
5;bagus dan bermanfaat;Positif
5;Ok;Positif
5;Very well banget 🙌🏻;Positif
5;Aplikasi yang sangat berguna;Positif
5;Aplikasi baik dan cukup bermanfaat;Positif
1;Kukira #sgbbuy eh malah #sgbneed;Negatif
5;Keren ini buy one get milliyons;Positif
1;Sering eror;Negatif
5;sangat membantu;Positif
1;Baihaqi;Negatif
5;Laporan keuangan mesti telat update, runing trade sering erorr tolong di perbaik.i;Positif
1;invest ya binomskuy;Negatif
1;ikut absen disuruh baihaqi B1;Negatif
1;woyyy KNPA SALDO RDN SYA JADI MINUS 14JT ANEH BGTTTTTTR PERBAIKI LAHH SISTEMUU ITUU... UNTUNG BANYAK MALAJ BELI BANK BUAKANYA PERBAIKI SISTEM GA MALU APH TIAP HARI DI KOMPLENNNN;Negatif
5;Jadi pengen terussss...;Positif
1;Absen yg diminta baihaqi buat B1;Negatif
5;Belum siap;Positif
1;Saya melihat komentar terakhir yang negatif disini. Jadi saya putuskan coba saja 😂;Negatif
5;Ok;Positif
1;Saya tidak merekomendasikan kalau mau invest di sekuritas ini, pelayanan after buy gk banget gelii, di DM Ig gk ada solusi cuma dibaca doang wkwkw dibales 2 hari kemudian, pembelian dan penjualan habisin waktu keburu turun yang ada rugi, beginilah bandar bermain😆😆😆;Negatif
5;👍👍👍;Positif
1;Ganti rek aja susah http 402 trus jingan;Negatif
1;Apk apaaan duit guaa mau ditarik aja gabisaa!!!!!;Negatif
2;Perlu ditingkatkan lagi sistemnya, sering bermasalah, tidak rekomen untuk trading. Awalnya cuan banyak jadi floating loss id waktu genting;Negatif
5;App terpercaya, saran aku sih coba ajaib kasi bonus saham minimal 1kali per 6 bulan, kalau Cuman lewat kode referal ga asik, gw ga punya teman yang main saham😢;Positif
5;Verifikasi nya lama ga langsung ke acc mohon di perbaiki lagi ya;Positif
5;Siip;Positif
1;Investasi ter ribet ngejual gak landing landing adanya pending hampir 1 bulan;Negatif
5;Mencoba dl semoga benar² bermanfaat;Positif
1;Buruk;Negatif
5;Good;Positif
1;Sangat mengecewakan___!!! Aplikasi burik___ mau nya untung aja, nggk mau rugi__!!! Jangan download dan daftar di aplikasi ini... Parah__!!;Negatif
1;Bintang 1 app tdk ramah dengan investor, gangguan mulu;Negatif
1;Aplikasi gampang error masak tiba2 saldo rdnku jadi - 1jt dan auto pesan saham sendiri. Mana lagi arb pula g bisa dijual.;Negatif
1;apk gk jls nunggu 1bulan buat jual saham gratis eh menghilang tanpa ada kepastian👎 apk zonk nyesel bgtttttt gw daftar pake data ktp, ke apk buatan loh, mending bank neo mantap🙏;Negatif
5;Terbaik untuk pemula;Positif
1;Mohon bntuan nya kepada yang pihak ajaib, akun ajaib saya tidak bisa mnarik,;Negatif
5;Rekomendasi bangtt ,bnyak poromo menarik dan sangat berkualitas semoga semakin berkembang untuk aplikasi ajaib 🥰🥰;Positif
5;mantap. aplikasinya sangat membantu👍🏻;Positif
5;Bagusss;Positif
1;Kenapa saya tidakbisa menarik dana yah ? Padahal nama RDN dan Bank saya itu sudah sama..;Negatif
5;Sangat membantu;Positif
1;Sudah dari bulan kemarin gagal verifikasi data tp setiap hari email dr ajaib masuk terus. Pelayanannya gimana cs dan it nya? Masak iya sudah 1 bulan gak bisa menangani kasus nasabah yang gagal verifikasi.;Negatif
1;aplikasi kurang bagus. Masa saya gagal masuk terus padahal sudah bener Passworde sama email saya.. Terus kadang2 keluar sendiri, sekarang susah banget masuk.. Saya pengin jual terus tutup akun saja... Dari pada kaya gini terus;Negatif
1;narik uang setelah jual saham susah + lama , chat cs ga ada tanggapan . badd laaah untuk produk investasi terlalu berbelit untuk mencairkan uang .;Negatif
1;Tolong di bantu segera perbaiki awalnya buying power saya 4 juta, kenapa hari ini jadi minus 3 juta? Sangat tidak masuk akal buying power bisa minus harusnya buying power sejelek jeleknya nol rupiah bukan minus, Tlong di bantu saya sdah email juga , kembalikan buying power saya ke saldo awalnya & hari ini saya tidak bisa jual beli saham akibat ini;Negatif
5;Mantap;Positif
1;Untuk pemula lebih baik ke sekuritas lain bener bener dipermainkan disini, kesalahan sekuritas, tapi user yang harus nanggung biaya;Negatif
1;Hello ajaib, Masa udh t2 balik lg ke t0, lah Bagaimana ini?? Udh satu minggu.;Negatif
1;GILA, TRANSAKSI BUY / SELL TIBATIBA JADI 2X TRANSAKSI. BELI 20 LOT MALAH JADI 40 LOT. JUAL 50 LOT MALAH JADI 100 LOT. TANGGUNG JAWAB WOY, DUIT ITU DUIT;Negatif
1;semakin kesini semakin banyak prolemnya. Waktu market di buka langsung sell ato beli mesti tulisannya SENDING dan itu lama banget. tolong untuk di perbaiki.;Negatif
1;Running trade saya error' tidak bisa dipake, uang saya tiba² hilang di buying power padahal seharusnya di buying power dh msk 900k eh mlh 200k yg msk dan tiba² saya beli cmn 45 lot eh di ajaib mlh ke beli 85 lot...;Negatif
1;Maaf ya ajaib kecewa banget secara ui ok tapi mesti kasih bintang 1 dapet saham ipo mau dijual udah pasang auto sell udah 3 hari ga kejual kaya kalah sama aplikasi lain jadi harus bintang 1;Negatif
1;Hobinya error' dan fee nya lumayan;Negatif
1;Dari tadi sending mulu... keburu ARB ahh elahh... gak cocok buat trading;Negatif
2;Kenapa lagi pak...kok pada trouble ...tolonglah kita mau transaksi tidak bisa...;Negatif
1;Error' ko pas jam sibuk begini parah ajaib;Negatif
1;Error mulu mau jual beli, ngerugikan bangetttttt;Negatif
1;Tolong diupdate ya, lambat banget aplikasinya..;Negatif
1;Sebenernya sudah semakin baik,, ga sering lag juga, tapi ya gitu... Sudah pukul 9.10 transaksi saham masih sending terus.. Hadeh;Negatif
1;Sending terus jaringan lancar juga;Negatif
1;Bye ajaib sebelumnya saya ucapkan terimakasih karna saya banyak belajar dari ajaib tentang saham😊;Negatif
1;Tolong dong aktivitas perdagangan sesuai jam bursa.;Negatif
1;Benerin lh apknya;Negatif
1;Parah sih..error mulu;Negatif
1;Regitrasi Bank RDN super ribett udah sebulan gak kelar2. Unisntal aja deh, beralih ke platform yg lbh familiar;Negatif
2;Lama banget KYC nya;Negatif
5;Aplikasi yg fleksible ga repot;Positif
2;Nyaman sih trading di aplikasi ini. cuman ketika butuh uang dan jual saham, pemindahan saldo ke RDN terlalu lama. bakal kalah sih sama aplikasi lain.;Negatif
1;Rec video Susah btul;Negatif
1;mudah tuk beli sham tp d persulit pas mau jual kmbali...;Negatif
5;Mantaph;Positif
1;Gila apk nya jelek bangetttttt,gw narik rdn ke bank katanya 2 hari kerja? Udh 1 minggu belum masuk juga;Negatif
1;Tidak recommended;Negatif
5;Sangat bagus untuk investasi;Positif
2;Kenapa saya mau buka saham registrasi data nya gagal terus??;Negatif
2;Ko saya mendaftar melalui Bank Jago di ajaib gaada ya?;Negatif
5;👌;Positif
5;Mantapp;Positif
5;Ok;Positif
5;bagus bgt;Positif
5;Great;Positif
5;PLUANG YG LUAR BIASA;Positif
1;Aplikasi cacat, banyak troublenya;Negatif
5;Ajaib .ok;Positif
5;Bagus;Positif
5;sudah 3 kali login kok gak di konfirmasi..?? di mana salahnya..??;Positif
5;YA AMPUNNNN KALIAN KNP SIH BINOMO DI SEBUT GK RESMI KARENA GK ADA OJK TERUS INI AJAIB UDH TERDAFTAR OJK MASIH AJAH DI KERITIK TERUS KLO KALIAN GK MAU KETIPU YA UDH KERJA...JGN DLU MENGERITIK SEBELUM MELIHAT DIRI SENDIRI 👅;Positif
5;Manntapp;Positif
1;Pembayaran Reksadana gagal,tapi dana tidak di kembalikan dan Reksadana tidak bertambah, cs tidak bisa di hubungi. Wa pelayanan pengaduan tidak di tanggapi. Duit melayang,cuma ketarik doank;Negatif
5;cool, amazing;Positif
5;Mantap banget;Positif
5;mantab banget lohhh;Positif
5;ADMINNYA FASTRESPON KEREN;Positif
5;Aplikasinya bagus;Positif
5;bagus dan bermanfaat;Positif
1;Di ajaib susah dapat saham IPO;Negatif
1;Penarikan saldo ke rekening blim sampai udah lebih dari 1bulan ga papa ikhlasin ajh untung gua ga beli saham yang mahal;Negatif
5;Sangat membantu;Positif
5;Tolong opsi untuk merubah nomor rekening dipermudah...tak perlu pakai isi formulir lah ...;Positif
5;Wahh. Bagus nihh !;Positif
2;Register gagal mulu,knapa ini;Negatif
5;aplikasinya menarik, sangat mudah digunakan , sangat bermanfaat.;Positif
2;Parah sii, smpe skrng pencairan dana blm juga cair, pdhl saya juga butuh duitnya, tolong dong dtangani untuk kendala pencairan yg saya alami;Negatif
1;Aplikasi bangke delay mulu....;Negatif
5;Mantul;Positif
5;Apl. Yang bermanfaat;Positif
1;Bintang 1 untuk sekuritas ajaib, Lamaa lama scam juga nih aplikasi. Topup RDN kaga masuk massuk;Negatif
5;wah keren bgt aplikasinya, sangat berguna👍;Positif
5;Oke bagus;Positif
1;Runing trade sering banget eror ga ada sama sekali, bikin rugi aja bisanya;Negatif
5;rekomendasi banget buat yg mau belajar investasi;Positif
5;Aplikasi yang keren;Positif
5;bagussss dan sangat bermanfaat;Positif
5;Ajaib membuat inventasi semakin mudah dan bagus;Positif
.;07/02/2022 01.57;#N/A
5;Dengan Ajaib investasi saya jadi lebih mudah 👍;Positif
2;Penarikan dana sangat lambat, dan responsip sangat mengecewakan;Negatif
5;Berbagi Referal : rasl860;Positif
5;Goodd;Positif
5;aplikasinya sangat bagus 😁👍;Positif
5;Josssssssss;Positif
5;Bagus;Positif
5;Bagus dan seru main saham disini👍👍;Positif
5;Simple dan mudah di mengerti,, banyak info n edukasinya;Positif
 R.A;06/02/2022 22.09;#N/A
1;Saldo investasi gw kok bisa hilang, gila nih. Delay atau gimana? Gw masih punya riwayat transaksi di SS ya. Sialan juga ni apk;Negatif
1;Bintang 1 setiap masuk in pin gagal terus padahal baru daftar sinyal bagus padahal;Negatif
5;Ok;Positif
5;Ok;Positif
5;Sangat cocok;Positif
1;Iklan doang di gedein penararikan di persulit jangan download app nya;Negatif
5;Bagus;Positif
5;aplikasinya bagus sekali;Positif
5;wah aplikasinya sangat bagus dan membantu bagi pemula yg mau inves;Positif
1;Assalamualaikum min boleh enggak kita pake KTP orang tua soal nya saya Masi pelajar min tapi pengen investasi;Negatif
5;Bagus banget deh. Rekomended sekali.;Positif
5;BAGUS BANGEETT!!! cocok untuk pemula yang baru mulai belajar tentang investasii. TERRBBAAAIKKKK !!!!;Positif
5;Baguss sekali;Positif
5;Gw yg gatau apa2 ttg investasi, skrg dikit2 mulai paham, thank uu;Positif
5;Saya kasih bintang 5 untuk aplikasi ini, karena aplikasinya bgus dan mudah👍;Positif
5;aplikasinya mudah dipahami, cocok banget buat pemula yg baru mulai belajar investasi, POKOKNYA INI APLIKASI REKOMEN BANGET DEH!!;Positif
5;Mantap boss...lanjutkan,jngan investasi dikit,yg banyak,klo perlu smpe jual rumah dan mobil...;Positif
1;Verifikasi susah,,ktp gk terdaftar di cukcapil ad ad aja ni ajaid ,,daftar apk sebelah aman aman aj saya ya,,,tolong hapus data data saya yg gagal verifikasi min.;Negatif
5;Aplikasinya keren parahhh, ngebantu banget buat para investor pemula yang mau belajarr;Positif
5;Ajaib carakos di Palmerah 💯🏨🇮🇩;Positif
5;Aplikasinya sangat bagus, mudah di akses & sangat cocok untuk investor pemula;Positif
5;Baru pertama kali nyoba buat investasi dan sumpah ini aplikasinya aman banget dan nggak bikin bingung, semoga makin baik aja ya.;Positif
1;KCY terlalu lama gk jadi pakai ajaib. Saya hapus saja aplikasinya.;Negatif
2;Datang ke 2;Negatif
1;Ini uang saya kok hilang ya dan saya di menta reg ulang;Negatif
5;mantap;Positif
1;Bahaya !!!;Negatif
5;Sangat recommend, respond nya juga baguss;Positif
1;PROSES VERIFIKASINYA LAMA SEKALI DAN RESPON CUSTOMER SERVICE LAMBAT;Negatif
5;Aplikasi nya mantep nih;Positif
5;BGusss kok;Positif
5;Aplikasi yang bermanfaat, membantu kita sebagai pemula untuk berinvestasi;Positif
1;"registrasi sudah hampir 3 minggu g slsai""";Negatif
5;Aplikasinya bagus bangtzz;Positif
5;Aplikasi nya bagus bgt Rekomended banget nihh CS nya juga berkembang responnya juga cepet dan bagus bgt💯;Positif
5;Aplikasi bagus banget Mantappp;Positif
5;Baru mulai semoga sukses;Positif
5;Bagus aplikasinya;Positif
1;Jual.saham.ko.lama.banget da masuk.ke saldo rdn ..ko sampe segitu ya..kalau.mau narik juga.lama;Negatif
5;Iya ok kali mantap kali n. Asik;Positif
5;Mantaf;Positif
5;Tempat uang bekerja terbaik;Positif
5;Sayah meyukai nya;Positif
1;MAU UBAH REKENING AJA SUSAH, BUKANYA MEMPERMUDAH MALAH MEMPERSULIT APA LAGI HARUS NAMA REK SAMA KTP HARUS SAMA GAJELAS MENDING PINDAH KE SEBELAH;Negatif
5;Saya kasih dulu bintang 5 swlaupun saya belum perna mencoba;Positif
5;Apk nya bagus,udh jarang ada bug nya,jadi gaperlu khawatir lgi deh;Positif
5;Sangattt bagus, semoga sampai 10 tahun ke depan;Positif
1;Lama proses registrasi! Udah semingguan!;Negatif
5;Manteup;Positif
5;Apk mantap;Positif
2;Saya kecewa dengan ajaib , sy ingin perubahan data tp tidak pernah bisa, JD gmn mau gunainnya klo ngga bisa update ulang;Negatif
5;Aplikasi yang sangat cocok untuk investasi, mantap ajaib👍👍;Positif
5;Mantap apknya;Positif
5;Very good;Positif
5;Aplikasinya kerennn.... 5 jempol dehh...;Positif
5;Very good;Positif
5;This is very wow and very very great wow very wow;Positif
5;Daftar mudah cepat...tampilan aplikasi tidak membingungkan,daftar ayo tmn2 untuk bs belajar&mncari cuan,gunakan referal ini 👉 pari814;Positif
5;Terpercaya;Positif
5;So helpful;Positif
5;👍;Positif
5;Aplikasinya sangat bagus, bisa membantu pemula yang ingin berinvestasi dengan mudah;Positif
5;Semoga bisa kebeli sawah🤭🤭🤭;Positif
5;aplikasinya bagus banget;Positif
5;Sangat mantap;Positif
5;Bermanfaat sekali, bagus, mantap;Positif
5;aplikasi keren, mencari uang dengan mudah;Positif
5;aplikasinya bagus, mudah digunakan;Positif
5;Sangat membantu sekali, semoga next lebih di kembangin aplikasi nya;Positif
5;Ajaib.;Positif
5;Mantab bngett;Positif
5;aplikasi mudah dipahami dan digunakan;Positif
5;Mantap bgt 🙏🙏;Positif
5;semakin bagus;Positif
5;Mantap banget;Positif
5;mantap bgt;Positif
5;Aplikasi yang bagus buat yang mau bermain saham👍;Positif
5;baguss;Positif
5;Bagus;Positif
5;Bagus bangett.. menarik dan mudah dipakai;Positif
5;Bagusss;Positif
5;aplikasinya menarik dan mudah juga buat dipakai dan dipahami;Positif
5;Muantappp;Positif
5;Aplikasi bagus nihh, gampang digunakan 👍👍;Positif
5;Keren banget aplikasinya🤩;Positif
5;Mantap;Positif
5;Sangat bagus untuk aplikasi investasi dan mudah;Positif
5;Aplikasinya bagus dan mantap;Positif
5;Bisa nggak ya daftar tanpa npwp..?;Positif
5;Ajibb pokoknya;Positif
5;Aplikasi sangatt mudah digunakan , manteb👍;Positif
5;Aplikasinya bagus;Positif
5;Ini ajaib knpa si, saya mendaftar tinggal verifikasi tanda tangannya kok lama banget, padahal jaringan saya bagus tapi saya nggk tau masalahnya gagal koneksi melulu tolong solusinya min saya bingung 😕 soalnya saya berulang berulang mendaftar tetapi tetap sama;Positif
5;Aplikasinya bagus dan sangat membantu;Positif
5;Ok;Positif
5;Mantap ni aplikasi;Positif
5;Aplikasi nya top;Positif
5;Sangat membantu;Positif
5;Aplikasinya bagus!!!💙;Positif
5;Aplikasi yang bagus!;Positif
5;Bagus dan nyaman;Positif
5;Wiiiiiiihhhhh seneng bangettttt;Positif
5;aplikasi membantu untuk pemula memulai inves saham. Pendaftaran account di awal juga tidak ribet.;Positif
5;aplikasinya semakin bagus, membantu untuk belajar dengan saham dan sangat mudah pengaplikasiannya;Positif
5;Aplikasi yang bagus;Positif
5;Aplikasi yang bagus 👍👍👍👍👌;Positif
5;Fitur yang diberikan aplikasi ini lengkap serta mudah digunakkan dan dapat menguntungkan pengguna;Positif
5;Aplikasi saham terpercaya dan aman...;Positif
5;Kode ref 'rkj.506' nanti dapat koin. Tukarkan dengan saham 1 lot gratis. Coba deh ajaib, biaya transaksi murah banget. Aplikasi cocok buat anak muda yang baru belajar investasi.;Positif
1;semoga lebih baik yaaaa , pelihara user dengan baik , tidak lag tiap pagi , saya meninggalkan ajaib soalnya cape jadi xobat cutloss;Negatif
5;Mudah digunakan dan sangat membantu, aplikasi yang bagus;Positif
5;Aplikasinya sangat membantu dalam berinvestasi;Positif
5;Good;Positif
5;Bismillah;Positif
2;Ka kalo bisa ada fitur tebus warannya dong;Negatif
5;Sangat luar biasa;Positif
5;saya mau tanya kemarin lusa saya sudah punya akun ni. dan saya ganti HP tapi kenapa saya tidak bisa masuk ya malah di suruh registrasi lagi. dan sekarang saya masih belum bisa buka lagi soal nya NIk KTP saya tidak bisa soal nya ke pake Sama akun kemarin. padahal email sama no saya tetep;Positif
5;Kerennn;Positif
5;gak tau;Positif
5;Terimakasi atas kebaikannya saya kasi bintang 5👍👍👍👍;Positif
5;Ok;Positif
1;Jelek Aplikasinya sekarang yang ditampilkan cuma yang Top Performer saja padahal kita belum tentu butuh, kategori yang lain dihilangkan. Ajaib sekarang sudah seperti tempat Ngiklan saja.;Negatif
5;Good app;Positif
5;Min, jual reksa dana apakah ada biayanya jika di kirim ke RDN..?;Positif
5;Aplikasi baik, sangat mendukung;Positif
5;Apk ajaib okeeeee👍👍👍;Positif
5;Bagus;Positif
5;Kukira cupu ternyata suhu, sangat ramah bintang 🌟🌟🌟🌟🌟;Positif
5;Ok;Positif
5;toooopp 👍👍;Positif
5;Gg geming adik adik;Positif
5;sangat bagusss;Positif
5;Aplikasi ajaib ini membantu ttg invest utk pemula, manteup betz;Positif
1;Gatau harus gimna lagi udah cape nunggu respon chat dari admin nya;Negatif
5;Ok;Positif
5;bintang 1 dulu, kalo bagus ku gantii limaa;Positif
5;Aplikasi ajaib ini ajaib sekali;Positif
5;kalian wajib cobaa!!;Positif
5;Bismillah;Positif
5;Mantap 😊;Positif
5;Sangat baguss, dan mudah untuk dipahami;Positif
5;Sangat baik;Positif
5;Aplikasi ini sangat membantu tentang investasi untuk pemulanya tentunya juga ini sangat mudah untuk di pahami;Positif
5;Good performance;Positif
5;bagus sekali;Positif
1;Parah banget aplikasinya.. Mau ganti rek tabungan aja nggak bisa loading Di email dan di chat service .. Nggak ada balesan.. Hati2 buat yg mau join di ajaib uang anda sulit ditarik;Negatif
5;Aplikasi yang bagus;Positif
5;Aplikasi yg sangat mudab dipahami dan dipelajari untuk pemula;Positif
5;Sangat mudah dipelajari dan dipahami untuk pemula. Intinya bagus dan mantap lah;Positif
5;sangat membantu sekali;Positif
5;umur 18thn udh harus melek investasi sih, untung ada apk ajaib yg bikin investasi jdi mudah diakses buat pemula🤩;Positif
5;Aplikasi ajaib ini tuh investasi saham terbaik, mantap.;Positif
5;Investasi yg sangat bagus untuk ke depannya, klu sebelumnya bnyak yg ragu itu mngkin dikrnkan lagi adanya perbaikan2 tapi klu skrg sdh mantap....semangat pokoknya baguss banget dech;Positif
5;Good;Positif
5;aplikasinya sangat bagus dan membantuuu;Positif
5;Aplikasinya sangat bagus;Positif
1;Lama amat verivikasinya udah nunggu berhari-hari. Payaahh;Negatif
5;Keren aplikasi ini bantu bgt buat pemula yang mau investasi 👍🏻;Positif
5;bagus bgtt aplikasinyaa;Positif
5;mantap;Positif
1;Banyak pending;Negatif
5;Aplikasi ini sangat membantu untuk para pemula yang ingin belajar investasi, saham, dan reksadana. Excellent!!;Positif
5;Buat kalian para pemula yg mau investasi, bisa bangett pake aplikasi ini yg hanya min invest nya 0 rupiah aja loh kewrennnnn.;Positif
5;Oke membantu;Positif
5;Memudahkan berinvestasi;Positif
5;Aplikasi ajaib sangat bagus untuk ngebantu investasi bagi pemula, dan mudah dipahami. Mantapp👍;Positif
2;Setiap mau jual saham selalu gagal, bahkan sudah ditunggu sampai T+2 masih aja gagal, yang tadinya cuan jadi nggak dapat, cukup sangat kecewa dengan aplikasi ini;Negatif
5;aplikasi nya mantap, cocok bgt buat pemula yang mau belajar seputar investasi. ajaiib betul dahh👍;Positif
5;Aplikasi nya sangat bagus;Positif
5;Aplikasi ajaib sangat bermanfaat asek asek jos;Positif
5;aplikasi ajaib ini membantu untuk investasi bagi pemula, mantapp;Positif
1;Mohon penjelasannya kenapa tidak bisa foto KTP ya selalu gagal terus jadi blank data yang dibuat jadi hilang lagi;Negatif
1;Susah banget mau verifikasi live video, balik lagi terus ke awal. Mohon di fix dong min;Negatif
5;bagus;Positif
1;Sering nyangkut gegara sering error ni aplikasi!!!!;Negatif
1;Mau daftar sudah ( internet bermasalah ) hampir 1 jam selalu begitu, padahal saya pakai WiFi. Tolong perbaiki pelayanan nya;Negatif
5;Bagus bangeeet;Positif
5;mantap;Positif
1;bid & ask delay parahh, harga saham juga delay lama;Negatif
5;Amgmagai;Positif
5;App yang kerenn dan pastinya bisa membantu kebutuhan kita untuk investasi;Positif
5;Bagus';Positif
5;Los ora rewel;Positif
1;Admin kenapa ya saya tidak bisa buka akun saya lagi mohon bantuannya dong;Negatif
5;Fiturnya sangat mudah dipahami dan digunakan. Sudah beberapa kali coba buy and sell, dan menarik dana, semuanya lancar dan cepat.;Positif
1;Sedang berada di luar jam kerja bursa, tanggung ib mnding jangan buka sekalian makan nin aju tuh bursa;Negatif
1;Gagal mulu penarikan nya..kalian semua pernah ngalaminya gak..?;Negatif
1;Min saya sudah daftar dan melengkapi persyaratan tapi belum juga di konfirmasi ,,,, saya chat di balas dengan chat otomatis trosss ....;Negatif
5;ui nya simple dan mudah, selama ini puas lah;Positif
5;Bagus Matamu! Aplikasi penipu, awal invest harga tinggi gabisa dijual padahal dijam bursa ditolak terus ntah apa yang salah, bisa dijual pas harga turun aja tok. Beberapa tarik dana ke no rek bisa, pas ketiga kalinya tarik dana ngga bisa, invalid akun bank, sudah hubungan cs, email tapi tetep respon nya lama, bertele tele pula. Dikira bank nya bermasalah sampai saya ganti akun bank penerima, dan akhirnya dana ngga bisa ditarik juga. Sengaja bintang 5, biar dilirik. Thx;Positif
1;Awalnya sih manis investasi Reksadana di ajaib, pencairan nyata, nah pas tgl 7 Januari saya pencairan dana kembali awal tgl 11 Januari mulai pencairan 7 hari ehh sampai skrg tdk cair2 dana saya hampir 1 bulan, saya lapor via medsos di respon sama adminnya, di suruh tunggu ntar cair. Saya sabar tpi sdh seminggu blm cair juga, tgl 3 feb saya tanya lgi di ulang lagi pertanyaan sama adminnya hayo aja bgtu trs.kalian hati2 investasi reksadana di ajaib jgn sampai seperti saya di lempar kaya bola.;Negatif
5;Ajaib cocok untuk investasi pemula;Positif
5;aplikasi sangat memuaskan;Positif
5;Sangat baik dan memuaskan;Positif
5;Masih pemula;Positif
5;Mulai dulu;Positif
1;Angpao gundulmu;Negatif
5;ok sangat bagus;Positif
5;Good;Positif
5;aplikasi bagus;Positif
5;Good;Positif
5;Baguss dan bermanfaat;Positif
5;Good;Positif
5;👍👍👍👍👍;Positif
 SSTP;03/02/2022 13.33;#N/A
1;Susah di download;Negatif
5;Sangat bagus;Positif
5;Kasih bintang 5, supaya ajaib pun makin selalu berkembang dan maju;Positif
1;kecewa mau tarik saldo RDN aja susah kata nya rekening bank nya tidak valid padahal buku rekening nya udah dikirim semua. kecewa sama sekuritas ini💩;Negatif
5;bagus banget, keren, bagus buat pemula juga;Positif
5;basy997;Positif
5;aplikasinya ngga lemot dan sudah optimal👍🏻👍🏻👍🏻;Positif
1;gak bisa buat daftar e-ipo;Negatif
5;Aplikasi nya sekarang semakin bagus, respon dari Customer Servicenya udah berkembang dan jarang ada bug dll. Mau kasih saran, kalau bisa dikasih simbol syariah gitu biar kita tau segala yang dilakuin sama PT itu kita tau syariah apa engga biar kalau semisal kita mau cari syariah ga kudu nyari di Google atau diaplikasi lainnya terima kasih 👌👌;Positif
5;Sae👍;Positif
5;lumayan dapet saham gratiss...makasih.!;Positif
5;Membantu untuk belajar investasi;Positif
5;Mantap;Positif
5;Sangat mudah dan cepat;Positif
2;Kenapa pas registrasi gak bisa upload KTP ya?;Negatif
5;yuhuu;Positif
5;Yuhuu;Positif
1;laggg, pelayanan cs buruk;Negatif
5;Yuhuu;Positif
5;Mudah dipahami dan jelas;Positif
1;Jaringan lelet;Negatif
1;jangan gunakan aplikasi ajaib ini, karna penipu, saham yang sudah kita beli turun terus. dan saya lihat di hp lain dan aplikasi yg sama saham yang saya beli naik terus.;Negatif
5;Ajiab adalah sekuritas terbaik sesuai namanya;Positif
5;aplikasinya mudah dipahami, suka bangett;Positif
5;sangatmembantu untuk memudahkan investasi dari rumah;Positif
5;aplikasinya bagus, sangat membantu untuk belajar investasi 😍;Positif
5;keren;Positif
1;Mau daftar pun susah banget balik lagi .. trus haduh...n;Negatif
5;Good;Positif
5;Aplikasi yang mudah untuk pemula belajar saham dan reksadana;Positif
5;Good;Positif
1;Mohon maaf atas ketidaknyamanannya. Terkait kendala registrasi Anda, setelah kami bantu pengecekan untuk saat ini akun Anda tidak dapat digunakan dikarenakan Anda belum melampirkan dokumen yang dibutuhkan selama 180 hari sehingga akun Anda tidak dapat digunakan untuk melakukan transaksi saham. Namun tidak perlu khawatir untuk saat ini Anda bisa berinvestasi di reksa dana melalui aplikasi. Mo beli saham bisanya reksadana, hadeh ampas, skip pindah aja aplikasi sebelah;Negatif
5;Aplikasi yang sangat baik untuk bagian-bagian yang perlu diperhatikan;Positif
5;"Its'OK,Thks""...✍️";Positif
5;Mantap mudah berinvestasi;Positif
1;Gagal d foto ktp trs;Negatif
5;Easy to use and very useful application;Positif
1;Terlalu banyak aturan, saya mau narik saldo rdn aja susah nya minta ampun! Tolong lah ditingkatkan;Negatif
5;min tolong min akun referral sami211 undang 9 teman top up udah dapat 9 coin min tapi bonus angpao Rp100ribu+3lot per undang teman gak masuk min tolong min bonus angpao imlek nya min 🧧🧨🧧🧨🧧🧧;Positif
1;Ribet ga punya RDN;Negatif
5;Nice dream and good luck;Positif
5;Mantap;Positif
1;Setoran tunai Reksadana belasan juta prosesnya lambat sekali jadi was was kalok mau setor lagi, proses penarikan dana juga lama hampir semingguan, dan transaksi akhir akhir ini juga melambat tidak ada konfirmasi dari Menejer Investasi, dan dari pihak CS ajaib juga lambat memprosesnya jadi terkesan ribet gini lama lama kinerja melambat.;Negatif
5;Bagus dan mudah di fahami ....;Positif
5;Good;Positif
1;Akun keluar sendiri;Negatif
5;Aplikasi yg sangat baik dan membantu;Positif
5;bagus banget;Positif
5;bagus;Positif
5;Keren lah pokona;Positif
5;Semoga Indonesia lebih maju;Positif
5;Apk bagus;Positif
1;Awalnya saya juga download aplikasi nya tapi susah banget loginnya udah gonta ganti email masih juga ngga mau padahal kita sudah yakin semua sesuai petunjuk,,, ahhh kecewa;Negatif
5;Aplikasinya oke;Positif
5;Mantap;Positif
1;Akun saya tiba tiba ga bisa dibuka uang saya ada d sama semua data diri juga semua nya ini gimana min haduh;Negatif
5;Mantappp;Positif
2;Ko gbsa login ya pdhl pasword benar;Negatif
1;Akun gua gabisa di buka;Negatif
5;Kenapa saya gx bisa masuk akun ya min, keterangan ada yg salah, mohon bantuan nya min🙏🙏🙏🙏;Positif
2;Baru daftar sudah susah buat login;Negatif
2;Knapa ya susah untuk log-in;Negatif
2;"Bagus si apl nya cuma kenapa akhir""ini sering turun drastis sahamnya😭 syok bgt smpe rugi ratusan.";Negatif
5;Bagus dan memuaskan;Positif
2;Kenapa akun saya tidak bisa digunakan untuk membuat trading;Negatif
5;Ok mantap.;Positif
2;Bagaimana cara mengganti alamat email yang keliru, sudah 6 bulan tidak bisa transaksi jual atau beli saham, dikarenakan belum verifikasi email.;Negatif
